food
1658.4
837.7
1470.9
2376.9
3200.5
2853.3
2940.6
2751.8
1770.2
1759
3291.2
1619
1377.6
2915.9
1988.3
3032.3
2430
1517.4
2033
1985.7
2715.1
2565.8
2035.6
1251.5
2162
2662.5
3124.5
1676.3
1666.6
2386.5
2025.8
1507.9
1904.1
3573.4
1872.3
2916.3
2664.8
1695.5
2633.8
3041.2
1852.6
2075.1
3376.2
1024
2414.5
1616.8
2210.9
2410.4
2359.5
2341.3
3000.8
2593.6
1729.6
3214.8
1468.1
1818.1
1618.2
2006.9
2323.1
1906.6
3228.2
1587.6
2146
3111.7
2188.4
1682.7
3655.6
2705.5
773.9
2104
906.7
2076.8
2738.5
2556.6
2756.6
2524.8
3199.4
2804.9
2280
1120.6
1735.2
1545.7
2921.6
638.1
2464.9
2523.1
1762.4
1815.3
2350.1
3743.5
2846.3
2349.7
1385.4
2027.3
1466.5
2070
2312.3
1711.8
1953.9
2076.5
2910.6
3773.5
3148
3685.1
1309.6
2108.3
1827.3
1642
3255.4
2649.4
2713.6
3482.5
3128
2411
1384.6
3232.7
2737.6
2788.4
3748.6
2040.5
2483
2545.5
830.6
2702.4
1360.7
3551
2086.6
2076.4
2770.6
2254.2
2700.3
2837.8
3778.3
3821.9
701.5
3035.9
1753.1
2657.3
1659.8
3168.8
2013.5
1318.2
1359.5
2667.5
1600.3
1965.9
1192.8
3652.6
2372
2126.5
2998.3
1714.8
2490.6
1227.3
1108.4
2279.8
1745.5
2671.1
1587.3
1540.3
2979.7
909.4
2594.4
3002
2719.5
2906.3
2603.7
2275
1153.5
1757.2
1717.3
2360
1636.8
3480
2489.4
2274.7
3105.6
1032
2887.2
1423.6
2655.4
3356.1
2327
2263.1
1135.9
1657.4
2281.4
1191.2
1503.9
3589.4
1698.6
1632.5
1330.3
3095.6
2487.9
2187
2010.6
2431.7
2838
2394.3
2277.6
